name,K1022N1_GN1_mean_score,K1030N1_GN1_mean_score,K1040N1_GN1_mean_score,K1063N1_GN1_mean_score,K1065N1_GN1_mean_score,K1013T2_GB1_mean_score,K1030T1_GB1_mean_score,K1030T2_GB1_mean_score,K1030T3_GB1_mean_score,K1063T1_GB1_mean_score,K1063T2_GB1_mean_score,K1184T1_GA1_mean_score,K1040T1_GB1_mean_score,K1022T1_GB1_mean_score
RHOXF1,0.10636,0.12407,0.17302,0.09275,0.10686,0.16592,0.10059,0.12681,0.15701,0.08849,0.07351,0.04521,0.14583,0.10296
PPARD,0.11774,0.12308,0.18107,0.09964,0.11012,0.18551,0.10915,0.13494,0.16892,0.0959,0.08294,0.04563,0.14573,0.10765
ZNF382,0.11339,0.13209,0.18525,0.09905,0.11324,0.17585,0.10916,0.13014,0.1765,0.10038,0.07994,0.04858,0.14573,0.10765
TFCP2,0.14097,0.15649,0.21113,0.11981,0.13201,0.17552,0.10949,0.12578,0.16409,0.10081,0.08233,0.04511,0.14573,0.10765
TWIST1,0.11004,0.12829,0.17854,0.09243,0.11021,0.17807,0.10911,0.12272,0.16523,0.09762,0.07921,0.04853,0.14573,0.10765
Tbx6,0.12312,0.14977,0.20268,0.10937,0.12497,0.17589,0.1047,0.12932,0.16519,0.09584,0.07874,0.04694,0.14567,0.10667
Ddit3::Cebpa,0.10995,0.13553,0.1796,0.0948,0.11354,0.16349,0.10167,0.11937,0.16655,0.09416,0.07327,0.0479,0.14558,0.1009
mix-a,0.12565,0.10736,0.16835,0.09289,0.09104,0.14489,0.06887,0.08178,0.11847,0.0775,0.05517,0.02213,0.14542,0.09347
HOXC12,0.12217,0.12589,0.18533,0.09828,0.11109,0.14791,0.08473,0.10711,0.1392,0.08671,0.06562,0.0406,0.1454,0.10252
NFATC4,0.11386,0.12025,0.17074,0.0924,0.10019,0.17075,0.10274,0.11908,0.16284,0.09669,0.07555,0.04214,0.14538,0.10159
TEAD2,0.13216,0.17221,0.23655,0.13196,0.1439,0.21011,0.09563,0.12771,0.19263,0.11867,0.08788,0.06855,0.14535,0.11482
SNAI2,0.13093,0.15443,0.21191,0.11606,0.13474,0.16322,0.09566,0.12346,0.1562,0.08383,0.07288,0.03387,0.1453,0.10073
HOXB4,0.12704,0.13045,0.19538,0.10408,0.11282,0.16287,0.08663,0.10107,0.13558,0.09354,0.06804,0.0366,0.14521,0.10127
SOX13,0.11156,0.11902,0.17751,0.09432,0.104,0.16011,0.10601,0.12613,0.1631,0.09458,0.07698,0.04658,0.14519,0.10338
NKX2-4,0.11235,0.12909,0.1761,0.09491,0.10861,0.16843,0.10247,0.1236,0.16039,0.09248,0.07458,0.04355,0.14508,0.10898
TCF4,0.14101,0.16423,0.21949,0.12581,0.14435,0.188,0.11414,0.1484,0.18219,0.0971,0.08706,0.04178,0.14504,0.12352
ERF::HOXB13,0.1277,0.14189,0.18826,0.1059,0.11788,0.17926,0.1079,0.12749,0.17455,0.10229,0.08371,0.04824,0.14503,0.11428
Nfatc2,0.10811,0.11639,0.16769,0.08718,0.09566,0.16092,0.09447,0.11009,0.15507,0.09048,0.06788,0.0385,0.14494,0.10836
NFIX,0.11572,0.12969,0.17841,0.09679,0.10714,0.20251,0.10315,0.12692,0.16041,0.09329,0.07489,0.04322,0.14491,0.10191
HOXD12::ELK1,0.12584,0.14208,0.18837,0.10504,0.11747,0.17698,0.10577,0.12536,0.16996,0.10183,0.08218,0.04727,0.14487,0.10473
TBX19,0.1179,0.13795,0.19231,0.10267,0.11714,0.16548,0.09468,0.11541,0.15509,0.09237,0.07113,0.04265,0.14474,0.10066
SOX10,0.11063,0.12103,0.17371,0.09367,0.10276,0.16338,0.106,0.12391,0.16448,0.09427,0.07491,0.04225,0.1446,0.12852
ZNF784,0.12947,0.14912,0.20406,0.11449,0.13031,0.1768,0.11151,0.1413,0.17538,0.10301,0.08695,0.04859,0.14457,0.10567
HAND2,0.10967,0.1296,0.18166,0.09448,0.11184,0.17856,0.10869,0.12712,0.16997,0.09773,0.07855,0.04862,0.14454,0.10831
NR2F1,0.1048,0.11227,0.16849,0.09043,0.10037,0.17047,0.10272,0.13131,0.16145,0.08583,0.07465,0.04398,0.14446,0.10231
MXI1,0.10625,0.13191,0.18161,0.09317,0.1102,0.17238,0.09447,0.11512,0.15774,0.09141,0.07163,0.04578,0.14432,0.10035
NKX2-5,0.11618,0.137,0.18982,0.10037,0.11579,0.17214,0.10099,0.12221,0.15926,0.09687,0.07514,0.045,0.14424,0.09709
MAFF,0.11445,0.13428,0.19079,0.09805,0.11346,0.17621,0.09974,0.12033,0.16215,0.09647,0.07335,0.04991,0.14422,0.10579
NFIA,0.11572,0.12969,0.17841,0.09679,0.10714,0.20251,0.10315,0.12692,0.16041,0.09329,0.07489,0.04322,0.14415,0.10875
MYF6,0.12144,0.13397,0.18711,0.09835,0.11378,0.17321,0.10705,0.11746,0.1622,0.09783,0.07722,0.04134,0.14412,0.11184
IRF3,0.10569,0.12456,0.16089,0.08775,0.0979,0.1616,0.10502,0.12499,0.16343,0.0958,0.07831,0.03932,0.14406,0.10951
IRF5,0.13132,0.15429,0.19143,0.11231,0.12553,0.1962,0.13223,0.15805,0.19424,0.11992,0.10337,0.05406,0.14403,0.10282
NR1H2::RXRA,0.11405,0.12006,0.17869,0.09593,0.10588,0.17492,0.10224,0.12348,0.16035,0.09183,0.07537,0.04137,0.14393,0.0997
ZEB1,0.13557,0.16183,0.21774,0.12115,0.14035,0.17371,0.10275,0.13402,0.16756,0.08999,0.07872,0.03796,0.14379,0.10457
Rarb,0.09865,0.10721,0.15924,0.08351,0.09257,0.15581,0.0898,0.11264,0.14446,0.08,0.06438,0.03812,0.14375,0.10941
GFI1,0.11662,0.13306,0.18093,0.0986,0.11432,0.17153,0.10668,0.13078,0.17509,0.09737,0.07727,0.04747,0.14318,0.1026
Irf1,0.09724,0.11357,0.1539,0.07919,0.08849,0.1451,0.08829,0.10593,0.14634,0.08536,0.06517,0.03337,0.14316,0.11782
FIGLA,0.13557,0.16183,0.21774,0.12115,0.14035,0.17371,0.10275,0.13402,0.16756,0.08999,0.07872,0.03796,0.14303,0.10479
ETV2::DRGX,0.12711,0.14219,0.18925,0.10509,0.11724,0.17833,0.10281,0.12177,0.16829,0.09869,0.07998,0.04673,0.14303,0.10479
TBXT,0.11996,0.14108,0.19493,0.10538,0.12103,0.16752,0.09837,0.11995,0.15869,0.09385,0.07336,0.04454,0.14301,0.10503
NR5A1,0.11309,0.12375,0.18195,0.09542,0.10712,0.1666,0.09956,0.12115,0.15788,0.08604,0.07053,0.04175,0.14289,0.10505
ZSCAN4,0.12243,0.14154,0.18786,0.10314,0.1172,0.18057,0.11106,0.13096,0.17475,0.10139,0.08166,0.04886,0.14281,0.12187
ZNF354C,0.10832,0.12523,0.17606,0.09385,0.10715,0.16977,0.10306,0.12693,0.16816,0.09329,0.07517,0.04738,0.14273,0.10564
TBX4,0.12931,0.15475,0.21278,0.11454,0.12957,0.17318,0.10349,0.13005,0.16838,0.09454,0.07741,0.04505,0.14272,0.10734
POU4F2,0.11443,0.11105,0.17602,0.09246,0.09764,0.14426,0.07211,0.087,0.11947,0.08103,0.05765,0.03335,0.14269,0.09885
STAT1::STAT2,0.10271,0.12206,0.15885,0.08467,0.0947,0.1572,0.10009,0.11879,0.15808,0.09206,0.07382,0.03644,0.14262,0.10544
SOX9,0.11224,0.114,0.17511,0.09126,0.10021,0.14725,0.09771,0.11612,0.15247,0.08648,0.06851,0.04302,0.14249,0.10102
HOXD12,0.13113,0.13578,0.20199,0.10868,0.12272,0.15724,0.08981,0.11631,0.14321,0.09364,0.07215,0.04611,0.14241,0.09496
TEAD3,0.13715,0.18138,0.24564,0.13841,0.15315,0.21901,0.0987,0.13089,0.19891,0.12145,0.09075,0.07414,0.1424,0.10631
ZNF667,0.11849,0.1359,0.18632,0.09964,0.11503,0.17697,0.10837,0.1264,0.1674,0.09737,0.07732,0.04632,0.1423,0.11125
IRF2,0.10898,0.12891,0.16493,0.08958,0.09977,0.16416,0.1084,0.12881,0.16678,0.10172,0.08254,0.04085,0.14216,0.10485
FLI1::DRGX,0.14516,0.16543,0.20951,0.12259,0.13815,0.21222,0.12773,0.1475,0.20406,0.11944,0.10191,0.06159,0.14215,0.11037
Foxf1,0.11467,0.11814,0.17648,0.09287,0.10336,0.14433,0.09569,0.11325,0.14635,0.09216,0.06793,0.043,0.14213,0.10499
ETV2::FOXI1,0.12783,0.16276,0.19798,0.1114,0.12889,0.20808,0.12589,0.14191,0.20744,0.11314,0.09483,0.05886,0.14211,0.10119
Sox5,0.11439,0.11898,0.18053,0.09533,0.10316,0.15785,0.10446,0.12206,0.16013,0.09261,0.07318,0.04428,0.14202,0.10376
TBX1,0.12831,0.1541,0.21179,0.11351,0.12843,0.17274,0.10289,0.12885,0.16775,0.09428,0.07661,0.04519,0.14197,0.10322
ZNF677,0.10459,0.12004,0.16735,0.08747,0.0984,0.15785,0.09695,0.11574,0.15882,0.08696,0.06819,0.03816,0.14194,0.10107
NKX2-3,0.11092,0.12663,0.17466,0.09436,0.10624,0.16259,0.09979,0.11948,0.15771,0.09214,0.07269,0.04211,0.1419,0.10135
POU6F2,0.13627,0.13579,0.20098,0.10834,0.11806,0.17064,0.0882,0.1046,0.13978,0.09129,0.06809,0.03435,0.14181,0.11479
SCRT2,0.129,0.1535,0.20578,0.11255,0.13081,0.17654,0.10747,0.12875,0.1716,0.09641,0.07967,0.04139,0.1418,0.10258
Nr2F6,0.10021,0.10934,0.16207,0.08576,0.09544,0.15865,0.09186,0.11648,0.14685,0.08016,0.06664,0.04031,0.14171,0.1062
HOXA10,0.10928,0.1072,0.1665,0.08695,0.09503,0.12814,0.07105,0.0931,0.12689,0.07499,0.05422,0.03618,0.1417,0.09744
ZNF85,0.10275,0.12544,0.17332,0.09057,0.10602,0.1658,0.0977,0.11899,0.16593,0.09088,0.06948,0.04678,0.14167,0.0998
PHOX2A,0.10204,0.09489,0.15263,0.07867,0.08211,0.12413,0.06496,0.0827,0.11751,0.07142,0.05027,0.02724,0.14128,0.09161
SRF,0.10961,0.11641,0.16603,0.09048,0.09822,0.1754,0.10213,0.12293,0.18415,0.1002,0.07253,0.04711,0.14124,0.10861
HNF1A,0.15088,0.14006,0.21188,0.1202,0.11359,0.18684,0.08802,0.08761,0.12697,0.10438,0.07358,0.02409,0.14106,0.09868
ISL2,0.11593,0.13202,0.18773,0.09946,0.11143,0.15878,0.09574,0.1159,0.15314,0.09495,0.07362,0.04434,0.14096,0.09786
Sox7,0.11316,0.11884,0.17841,0.09452,0.10263,0.15799,0.10443,0.12401,0.16224,0.09196,0.07292,0.04315,0.14092,0.10734
Nfat5,0.1023,0.10935,0.15865,0.08262,0.08881,0.15035,0.08944,0.10665,0.14927,0.08534,0.06473,0.03625,0.14081,0.09775
Arx,0.12399,0.11346,0.17104,0.09175,0.09656,0.14597,0.07241,0.09179,0.12498,0.07606,0.05661,0.0271,0.14067,0.09772
Arid3b,0.10538,0.09455,0.16097,0.08584,0.08284,0.129,0.06427,0.08157,0.11528,0.07362,0.05125,0.02703,0.14049,0.09356
ZNF547,0.11813,0.13852,0.18524,0.09963,0.11415,0.17374,0.10536,0.12326,0.16615,0.09509,0.07465,0.04454,0.14045,0.11406
TP63,0.11373,0.13278,0.18186,0.09957,0.11481,0.18037,0.10525,0.12038,0.16393,0.10135,0.08071,0.05145,0.14045,0.11406
SNAI3,0.1334,0.15696,0.21232,0.11832,0.13664,0.17395,0.10473,0.13412,0.17048,0.09035,0.0791,0.03786,0.14022,0.10478
HSF4,0.12691,0.12641,0.1803,0.09801,0.10922,0.17401,0.10115,0.1287,0.17235,0.09782,0.07814,0.04183,0.14017,0.10178
Sox3,0.11156,0.11902,0.17751,0.09432,0.104,0.16011,0.10601,0.12613,0.1631,0.09458,0.07698,0.04658,0.14012,0.10397
Nr1H2,0.11288,0.12237,0.18446,0.09659,0.10872,0.17904,0.10591,0.12755,0.16574,0.09065,0.07579,0.04463,0.14008,0.12857
Nr1H4,0.11288,0.12237,0.18446,0.09659,0.10872,0.17904,0.10591,0.12755,0.16574,0.09065,0.07579,0.04463,0.14008,0.12857
Sox6,0.11323,0.11906,0.17766,0.09524,0.10303,0.16488,0.1106,0.13088,0.16898,0.09578,0.07679,0.04396,0.13999,0.10474
Msgn1,0.10829,0.1211,0.17231,0.09084,0.10226,0.16706,0.10218,0.12179,0.16572,0.09341,0.07292,0.04125,0.13975,0.10826
Nkx3-1,0.11249,0.12901,0.17882,0.09644,0.10855,0.16194,0.10024,0.12219,0.15818,0.09595,0.0769,0.04527,0.13967,0.09563
LHX9,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.13967,0.10453
POU5F1,0.11986,0.13702,0.18133,0.09578,0.11088,0.15894,0.09625,0.10967,0.14731,0.09308,0.07002,0.04129,0.13966,0.09967
CEBPA,0.10835,0.13334,0.17875,0.0904,0.10966,0.14444,0.08621,0.10054,0.15028,0.09002,0.06434,0.04252,0.13964,0.11261
Esrrg,0.11641,0.12071,0.18309,0.0966,0.1072,0.17021,0.10495,0.12973,0.16856,0.08894,0.07408,0.04287,0.13958,0.11293
Hnf1A,0.11177,0.11951,0.1718,0.09296,0.10402,0.16008,0.09613,0.11605,0.1545,0.08923,0.07023,0.03795,0.13956,0.10066
PGR,0.11094,0.13164,0.18317,0.09499,0.10941,0.16861,0.10304,0.11619,0.16855,0.09715,0.07292,0.04796,0.13934,0.10501
MGA::EVX1,0.11571,0.12513,0.18032,0.09607,0.10384,0.15652,0.08966,0.10794,0.15018,0.08953,0.06765,0.03572,0.13933,0.10343
DBP,0.12618,0.12571,0.1921,0.10092,0.11548,0.17424,0.0901,0.11842,0.1566,0.09634,0.07427,0.05068,0.13927,0.10776
Nkx2-1,0.09712,0.11704,0.1648,0.0843,0.09824,0.1525,0.08489,0.10495,0.13581,0.07753,0.06043,0.03782,0.13926,0.10891
HOXA4,0.13047,0.14095,0.21365,0.11257,0.12552,0.16967,0.09485,0.11575,0.15007,0.10155,0.07423,0.0472,0.13905,0.10114
TBX21,0.12118,0.14504,0.19922,0.10616,0.12023,0.16638,0.09627,0.11778,0.1543,0.0905,0.07241,0.04114,0.13901,0.10374
SOX18,0.11178,0.11484,0.17658,0.09113,0.09934,0.14686,0.09645,0.11424,0.15132,0.08711,0.06703,0.04252,0.13901,0.10374
HSF1,0.12414,0.12118,0.17684,0.09564,0.10504,0.16608,0.09509,0.12264,0.16565,0.09467,0.0742,0.04024,0.13865,0.09737
FOXS1,0.116,0.1208,0.17576,0.09363,0.10512,0.14349,0.09951,0.1153,0.14885,0.09561,0.06982,0.04353,0.1385,0.10018
E2F7,0.12713,0.13635,0.18035,0.10637,0.11695,0.1944,0.12349,0.15007,0.18923,0.11249,0.09774,0.05137,0.13844,0.09784
POU3F4,0.12087,0.12754,0.17905,0.0952,0.10809,0.15051,0.08636,0.10221,0.13653,0.08904,0.06521,0.03945,0.13837,0.09579
NR6A1,0.1117,0.12095,0.17791,0.09463,0.10561,0.16807,0.09939,0.12295,0.15582,0.08689,0.07224,0.04138,0.13828,0.10066
GBX1,0.12278,0.12331,0.17636,0.09559,0.10602,0.16193,0.09167,0.1192,0.15687,0.08852,0.07036,0.04049,0.13814,0.0932
FOXP2,0.11389,0.11785,0.17349,0.09104,0.10108,0.14807,0.09766,0.11373,0.1509,0.09177,0.06784,0.04196,0.138,0.0994
NEUROG2,0.10192,0.11605,0.16743,0.08605,0.09884,0.15673,0.09521,0.11017,0.15874,0.09014,0.06935,0.04156,0.13784,0.09634
Nanog,0.10981,0.13015,0.17825,0.09204,0.11126,0.15776,0.09593,0.11606,0.16444,0.08955,0.06952,0.04147,0.13779,0.10115
Ptf1A,0.12266,0.14739,0.20264,0.10804,0.12639,0.15462,0.0902,0.11199,0.14823,0.07923,0.06721,0.03289,0.13775,0.09692
FOXE1,0.09575,0.09902,0.15156,0.07909,0.08482,0.12379,0.0809,0.09645,0.12366,0.07748,0.05672,0.03535,0.13769,0.1026
SOX8,0.11417,0.11959,0.18377,0.0951,0.10376,0.15307,0.10017,0.11723,0.15456,0.09178,0.07095,0.0452,0.13761,0.10727
NR4A1,0.11063,0.11858,0.17261,0.092,0.10061,0.16461,0.09886,0.11957,0.16056,0.08942,0.07068,0.04015,0.13732,0.10299
TGIF2,0.10857,0.12947,0.18415,0.09607,0.11238,0.16687,0.09713,0.12215,0.1647,0.08789,0.06957,0.04006,0.13727,0.09997
FOXK1,0.11467,0.11814,0.17648,0.09287,0.10336,0.14433,0.09569,0.11325,0.14635,0.09216,0.06793,0.043,0.13722,0.10135
ZNF418,0.11413,0.132,0.17952,0.09648,0.10826,0.17008,0.10426,0.12299,0.16742,0.09278,0.07447,0.04466,0.1372,0.1013
TBX15,0.12931,0.15475,0.21278,0.11454,0.12957,0.17318,0.10349,0.13005,0.16838,0.09454,0.07741,0.04505,0.1371,0.10288
GRHL1,0.13741,0.15177,0.209,0.11737,0.12589,0.15424,0.09404,0.10779,0.14632,0.08884,0.06952,0.03532,0.13705,0.09369
TBX3,0.11993,0.14216,0.19627,0.10488,0.11817,0.16489,0.09443,0.11629,0.15384,0.08788,0.07096,0.03867,0.13703,0.09568
IRF7,0.09855,0.11321,0.15055,0.07955,0.08745,0.14933,0.09673,0.11677,0.15409,0.09162,0.07264,0.03536,0.1367,0.10593
ZIM3,0.10501,0.11919,0.1636,0.08611,0.09644,0.15555,0.09645,0.11084,0.15462,0.08957,0.0681,0.03669,0.1367,0.10593
POU6F1,0.13865,0.14479,0.21026,0.11334,0.12498,0.1785,0.0941,0.11115,0.1458,0.09801,0.07311,0.03888,0.13653,0.0956
Prdm14,0.09935,0.11455,0.15932,0.0873,0.10069,0.15424,0.09969,0.12672,0.15754,0.08565,0.07228,0.0461,0.13631,0.09603
Isl1,0.12706,0.14269,0.19993,0.10643,0.12115,0.17174,0.10245,0.12132,0.16182,0.10039,0.07708,0.04655,0.13617,0.10845
TGIF1,0.1071,0.12713,0.18154,0.09418,0.11077,0.16414,0.09562,0.11945,0.16212,0.08686,0.06844,0.03859,0.13614,0.0975
FOXH1,0.10628,0.11254,0.16822,0.08772,0.09542,0.14513,0.08911,0.10558,0.1449,0.08682,0.06428,0.04021,0.13613,0.09887
NR2F2,0.10957,0.11113,0.17409,0.09028,0.09784,0.16181,0.09793,0.12126,0.15993,0.08362,0.06831,0.03947,0.13606,0.10092
NR4A2,0.10964,0.11709,0.17217,0.0912,0.09982,0.16327,0.09811,0.12065,0.16015,0.08897,0.07085,0.04087,0.13606,0.10092
VENTX,0.12554,0.12689,0.18512,0.10018,0.10861,0.15915,0.08921,0.1084,0.14418,0.0899,0.06847,0.038,0.13606,0.0935
ZBTB18,0.11051,0.12954,0.18083,0.09173,0.11103,0.16197,0.09811,0.10714,0.14549,0.09005,0.0723,0.04419,0.13606,0.10092
RORC,0.10992,0.12213,0.17658,0.09221,0.10613,0.18208,0.10092,0.11549,0.15973,0.08939,0.07109,0.04238,0.13599,0.10611
RORA,0.10645,0.11582,0.17339,0.08917,0.10094,0.1674,0.09089,0.10584,0.14676,0.08484,0.06515,0.03814,0.13594,0.09525
PRRX2,0.12269,0.11184,0.1693,0.09056,0.0944,0.14815,0.0727,0.0898,0.12762,0.07576,0.05454,0.02435,0.13577,0.09281
POU2F3,0.11537,0.1257,0.17413,0.09181,0.10349,0.14671,0.08626,0.10182,0.13749,0.08772,0.06449,0.03871,0.1356,0.10907
FOXD2,0.10085,0.10245,0.15774,0.08315,0.08777,0.12583,0.08544,0.09849,0.12669,0.08407,0.06058,0.03756,0.13554,0.09291
TCF7L1,0.10498,0.11171,0.16348,0.08679,0.09608,0.15266,0.09061,0.11005,0.14924,0.08493,0.06603,0.03661,0.1355,0.09315
TBR1,0.12034,0.14186,0.19788,0.10445,0.1182,0.16003,0.08985,0.10892,0.14483,0.08724,0.06824,0.0378,0.13546,0.10157
POU2F1,0.12024,0.12731,0.1773,0.09395,0.10779,0.15145,0.0885,0.10427,0.13929,0.08961,0.06583,0.03894,0.13539,0.09497
FOXF2,0.11532,0.11846,0.17701,0.09344,0.10443,0.14641,0.09608,0.1136,0.14789,0.09163,0.06797,0.04184,0.13524,0.10132
SPIC,0.11311,0.14119,0.17805,0.09709,0.111,0.17406,0.10718,0.12506,0.1702,0.09757,0.07931,0.04433,0.13509,0.116
FOXI1,0.11499,0.11959,0.17391,0.09327,0.10389,0.14192,0.09858,0.1125,0.14437,0.09583,0.0691,0.04204,0.13509,0.10247
ESRRA,0.11533,0.12245,0.18491,0.09668,0.108,0.17063,0.10271,0.12616,0.16545,0.08799,0.07242,0.0425,0.13508,0.10384
EN2,0.12278,0.12331,0.17636,0.09559,0.10602,0.16193,0.09167,0.1192,0.15687,0.08852,0.07036,0.04049,0.13508,0.09877
ZNF652,0.11586,0.12316,0.17563,0.09527,0.10288,0.1585,0.09106,0.10546,0.14369,0.09122,0.06917,0.03587,0.13503,0.1044
Alx1,0.12662,0.10752,0.1656,0.09013,0.09079,0.14465,0.06893,0.08572,0.12108,0.07358,0.05351,0.0228,0.135,0.0834
RXRG,0.11623,0.12034,0.17942,0.09833,0.10797,0.18312,0.10624,0.13055,0.16595,0.09505,0.08056,0.04378,0.13497,0.09964
HOXC11,0.12578,0.13018,0.1867,0.10155,0.11482,0.15293,0.09108,0.11281,0.14387,0.08846,0.06904,0.04165,0.13486,0.09416
Rarg,0.09859,0.10746,0.15921,0.08374,0.09313,0.15487,0.08938,0.11224,0.14273,0.07792,0.06356,0.03771,0.13478,0.09507
Foxq1,0.10605,0.10669,0.16586,0.08587,0.09221,0.13388,0.08346,0.10025,0.13201,0.08362,0.06044,0.03792,0.13458,0.09386
ZNF24,0.11677,0.13546,0.19675,0.10291,0.11637,0.16503,0.09475,0.11551,0.1449,0.09657,0.07349,0.04545,0.13439,0.09887
GRHL2,0.13168,0.15006,0.2037,0.11111,0.12345,0.16738,0.10069,0.11489,0.15773,0.09244,0.07287,0.03808,0.13436,0.09877
ATF4,0.10131,0.12598,0.17486,0.08826,0.1091,0.16041,0.09465,0.11288,0.15748,0.09485,0.06911,0.0471,0.13396,0.09374
Ppara,0.10957,0.11113,0.17409,0.09028,0.09784,0.16181,0.09793,0.12126,0.15993,0.08362,0.06831,0.03947,0.13368,0.10358
FOXA2,0.11482,0.1201,0.17387,0.09293,0.10417,0.14275,0.09979,0.11395,0.14589,0.09658,0.06971,0.04279,0.13362,0.10764
NR1I3,0.10675,0.11552,0.16882,0.08821,0.0979,0.15919,0.09183,0.10806,0.14827,0.08833,0.06678,0.03636,0.13358,0.10184
Sox1,0.10435,0.11173,0.16935,0.08695,0.09577,0.14717,0.08811,0.10478,0.14673,0.08615,0.06378,0.03955,0.13343,0.09192
TFAP4,0.10055,0.1178,0.17388,0.08612,0.10171,0.15556,0.0884,0.10578,0.1486,0.0897,0.06761,0.04253,0.13339,0.10558
Dmbx1,0.10793,0.12183,0.17268,0.09064,0.10101,0.15461,0.0975,0.11843,0.15298,0.09263,0.07233,0.04296,0.13321,0.1079
FOXG1,0.11069,0.11285,0.17135,0.08937,0.09899,0.13761,0.09175,0.11097,0.14306,0.08931,0.06545,0.04186,0.13298,0.09808
CEBPG,0.09981,0.12667,0.17399,0.08676,0.1082,0.15303,0.08917,0.10637,0.15031,0.09044,0.06454,0.04449,0.13275,0.09504
HOXB8,0.12579,0.1289,0.18428,0.09947,0.11025,0.15634,0.08844,0.10829,0.14862,0.08915,0.06709,0.03777,0.13256,0.09398
RORA,0.10759,0.11353,0.17445,0.0905,0.10062,0.17122,0.09817,0.11502,0.15705,0.08574,0.06829,0.04001,0.13255,0.12153
POU5F1B,0.11989,0.12419,0.17483,0.09317,0.10508,0.14704,0.08511,0.10061,0.1349,0.08705,0.06351,0.03736,0.13253,0.09514
SREBF1,0.12814,0.15193,0.20901,0.1136,0.13367,0.17609,0.09842,0.13225,0.16016,0.09503,0.08081,0.04487,0.13237,0.09681
ZNF384,0.07911,0.08332,0.12949,0.06569,0.07045,0.11973,0.06936,0.08836,0.12671,0.0656,0.04978,0.02957,0.13224,0.08905
Foxj3,0.10639,0.10723,0.16359,0.08568,0.09398,0.13625,0.08939,0.10689,0.13766,0.08736,0.06295,0.03914,0.132,0.09996
GATA2,0.08478,0.09404,0.14962,0.07447,0.0869,0.12894,0.08114,0.10613,0.14359,0.08671,0.06711,0.04106,0.132,0.08512
DMRT3,0.0944,0.10922,0.16467,0.08395,0.09397,0.14213,0.08158,0.10128,0.13853,0.08497,0.06134,0.04056,0.132,0.08512
HOXB6,0.12222,0.12131,0.17793,0.09592,0.10397,0.14527,0.08096,0.10048,0.14131,0.08163,0.05989,0.03349,0.132,0.08512
HOXD8,0.12222,0.12131,0.17793,0.09592,0.10397,0.14527,0.08096,0.10048,0.14131,0.08163,0.05989,0.03349,0.132,0.08512
PAX4,0.12531,0.11527,0.17073,0.09311,0.09743,0.15511,0.08097,0.09923,0.13654,0.08014,0.05995,0.02814,0.132,0.08512
Dmrt1,0.0989,0.10414,0.15916,0.08223,0.08794,0.13476,0.08107,0.09705,0.13473,0.08085,0.05806,0.03575,0.132,0.08512
Nfatc1,0.11418,0.12334,0.1735,0.09231,0.10139,0.16888,0.1015,0.11846,0.16284,0.09443,0.073,0.04069,0.13175,0.10749
Nr2e3,0.11506,0.12894,0.17703,0.09414,0.10634,0.16439,0.09935,0.11508,0.15878,0.09215,0.07128,0.03948,0.13174,0.1116
Yy1,0.09914,0.10801,0.15126,0.08259,0.0944,0.14886,0.08886,0.11604,0.14824,0.08322,0.06911,0.04075,0.13148,0.08166
PITX2,0.10816,0.11819,0.1694,0.09069,0.0985,0.15278,0.09445,0.11567,0.15057,0.09028,0.07036,0.04074,0.13132,0.0911
POU2F2,0.11758,0.12072,0.1724,0.09164,0.10238,0.14715,0.08316,0.09947,0.13367,0.08547,0.06166,0.0366,0.13131,0.10307
Hoxa11,0.12689,0.13109,0.19458,0.10537,0.11923,0.15231,0.08804,0.11414,0.14192,0.09112,0.06951,0.04457,0.1313,0.09699
MGA,0.12378,0.1517,0.20768,0.11019,0.12599,0.17147,0.10135,0.12459,0.16078,0.09338,0.0751,0.04675,0.13129,0.10808
Nkx3-2,0.10988,0.12155,0.17638,0.09265,0.10229,0.14554,0.0862,0.10375,0.1402,0.08758,0.06658,0.03912,0.13126,0.09237
ZBTB32,0.1071,0.12333,0.1846,0.09299,0.10514,0.14102,0.08765,0.10428,0.14848,0.08736,0.06262,0.04381,0.13118,0.09265
TBP,0.08786,0.0874,0.14094,0.07149,0.07444,0.10918,0.06102,0.08265,0.1159,0.06612,0.04715,0.02983,0.13118,0.10528
TBX5,0.12879,0.15758,0.21293,0.11504,0.13111,0.16424,0.09616,0.12217,0.15925,0.08738,0.07192,0.0414,0.13105,0.09025
ESRRB,0.11347,0.11883,0.18133,0.09467,0.10524,0.16421,0.09863,0.12197,0.15991,0.08606,0.06991,0.04111,0.13099,0.10004
Dux,0.11382,0.13005,0.1959,0.09889,0.11412,0.15875,0.08633,0.10793,0.14399,0.0914,0.06782,0.04387,0.13093,0.09407
HOXD10,0.12278,0.12826,0.19113,0.10159,0.11615,0.15222,0.08811,0.11532,0.14505,0.09074,0.0691,0.04389,0.1308,0.09177
TBX18,0.11639,0.14264,0.19249,0.10435,0.11933,0.16439,0.09868,0.12668,0.15828,0.08843,0.0741,0.04567,0.13056,0.10656
Stat2,0.09475,0.10884,0.14913,0.07749,0.08601,0.14242,0.08713,0.1039,0.14518,0.08197,0.06282,0.0329,0.13051,0.09011
