"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"FAM91A1",1446.8730924073,-0.0777496630896546,0.119645337285121,0.481489241756426,0.653052205665328
"FAM98A",794.746046152508,-0.397374455853909,0.102069951002924,3.41441601660268e-05,0.000371428381758947
"FAM98B",659.923529785951,-0.173998371541043,0.109709595072763,0.0896170545504138,0.207716740858806
"FAM98C",221.873901961697,-0.0700249399515777,0.144712999948861,0.58595790581309,0.743674752782241
"FAM107B",2045.42194413881,-0.163009387244559,0.116856772807928,0.131910566344644,0.273703554501144
"FAM110A",141.853666970919,0.108296417060393,0.191121766231621,0.483360021582912,0.654601323519571
"FAM110B",950.340381197467,0.333291540101358,0.280762997638625,0.0707756103682788,0.174023553334504
"FAM110C",323.43664947855,0.14646201537855,0.133264770662262,0.224324362230482,0.395826168217089
"FAM111A",1033.80866166057,-0.268701512457408,0.115922865732524,0.0122603632223182,0.046810452137486
"FAM111B",354.785467253145,0.0855128894755902,0.226283059764482,0.607378241395603,0.760898668974698
"FAM114A1",1036.07542528986,0.00338831808864892,0.160470881791737,0.980488131590914,0.990718689986938
"FAM114A2",396.51866878718,-0.157158993899996,0.116307150169479,0.144778901947104,0.29315663608181
"FAM117A",328.395936598005,0.817369222455475,0.239803865704854,1.04315228105732e-05,0.00013375530359335
"FAM117B",766.527270661502,0.351212843305128,0.172461820038065,0.0157477659852493,0.0564230435611207
"FAM118A",178.828302249168,0.573071077755238,0.221450981851855,0.000826097722397033,0.00524317416919956
"FAM118B",164.71151280909,-0.231026065698769,0.159355995256415,0.0935828262327981,0.213850656381483
"FAM120A",4401.87740693361,0.605348108636555,0.100384929217674,1.31228315146999e-10,7.32761979095018e-09
"FAM120AOS",620.212644913449,0.281498554873452,0.149460944777516,0.0322231211227746,0.0966674215721114
"FAM120B",995.512346315881,0.128436918210819,0.0910727357206064,0.139699384061753,0.285627797207613
"FAM120C",833.013169668061,-0.0578375533710065,0.131388137766083,0.627707572516135,0.774852090028024
"FAM124A",19.3951733283158,0.153955553321375,0.341437573491012,0.364582531037503,0.54480834032668
"FAM124B",2.01209382883241,0.229357233350021,0.730044156126601,0.105982244718786,0.233515055666786
"FAM131A",220.829962347002,-0.218185256010516,0.145072120676465,0.0898501705153826,0.207963423248708
"FAM131B",88.7552993553861,-1.32748240464034,0.591999153058347,0.000141989471445506,0.00123199887254221
"FAM131C",112.184271323343,1.30685017827588,0.3048447106782,1.4341439867169e-07,3.29900762924512e-06
"FAM133B",323.281294617869,-0.0375475331574631,0.144721277737048,0.770266829020138,0.872265676624672
"FAM135A",768.80014197318,0.316388521981704,0.1593749125592,0.021584643207949,0.071662464431474
"FAM135B",78.3901591356003,-0.122750731300753,0.219109572658763,0.456551974374862,0.631475403629953
"FAM136A",682.566435790641,-0.285157776724212,0.148851070007252,0.0295396320774315,0.0906615303653084
"FAM149A",645.095968599347,0.311565961121259,0.233920802616197,0.0705170068244299,0.173634336860723
"FAM149B1",392.480108724093,0.130452352287047,0.128863812983931,0.266300968530213,0.445056216776055
"FAM151A",2.10277771573736,-0.205541406169694,0.68375858952991,0.131273894571638,0.272956422498636
"FAM151B",5.85797784152762,-0.00208387022392964,0.402133507825113,0.987728152099739,0.994334068790141
"FAM153A",26.3883637261831,0.1747156247402,0.3978668410324,0.285340783461829,0.465418041151874
"FAM153B",18.9178291263616,0.115235078252288,0.382863198399496,0.457912747739461,0.632578492427045
"FAM156A",121.216518656272,-0.603402482554578,0.333099188366816,0.0043137787182706,0.0203395327513147
